source_file,source_kind,level_name,scope,owner_kind,owner_name,owner_id,definition_id,preset_name,script_name,raw_parameters,parsed_parameters,script_declaration_source,warnings
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M03.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Nod_MiniGunner_0.1144716,1144716,81930140,,DLS_Volcano_Stumble,0,Debug_Mode=0:int,Code\Scripts\Mission03.cpp:5542,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M03.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Nod_MiniGunner_0.1144719,1144719,81930140,,DLS_Volcano_Stumble,0,Debug_Mode=0:int,Code\Scripts\Mission03.cpp:5542,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M03.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Nod_MiniGunner_0.1144720,1144720,81930140,,DLS_Volcano_Stumble,0,Debug_Mode=0:int,Code\Scripts\Mission03.cpp:5542,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M03.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Nod_MiniGunner_0.1144721,1144721,81930140,,DLS_Volcano_Stumble,0,Debug_Mode=0:int,Code\Scripts\Mission03.cpp:5542,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M03.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Nod_MiniGunner_0.1144724,1144724,81930140,,DLS_Volcano_Stumble,0,Debug_Mode=0:int,Code\Scripts\Mission03.cpp:5542,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M03.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Nod_MiniGunner_1Off.1144450,1144450,81930142,,DLS_Volcano_Stumble,0,Debug_Mode=0:int,Code\Scripts\Mission03.cpp:5542,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M03.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Nod_MiniGunner_1Off.1144451,1144451,81930142,,DLS_Volcano_Stumble,0,Debug_Mode=0:int,Code\Scripts\Mission03.cpp:5542,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M03.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Nod_MiniGunner_1Off.1144452,1144452,81930142,,DLS_Volcano_Stumble,0,Debug_Mode=0:int,Code\Scripts\Mission03.cpp:5542,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M03.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Nod_MiniGunner_1Off.1144682,1144682,81930142,,DLS_Volcano_Stumble,0,Debug_Mode=0:int,Code\Scripts\Mission03.cpp:5542,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M03.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Nod_MiniGunner_1Off.1144712,1144712,81930142,,DLS_Volcano_Stumble,0,Debug_Mode=0:int,Code\Scripts\Mission03.cpp:5542,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M03.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Nod_MiniGunner_1Off.1144717,1144717,81930142,,DLS_Volcano_Stumble,0,Debug_Mode=0:int,Code\Scripts\Mission03.cpp:5542,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M03.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Nod_MiniGunner_1Off.1144718,1144718,81930142,,DLS_Volcano_Stumble,0,Debug_Mode=0:int,Code\Scripts\Mission03.cpp:5542,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M03.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Nod_MiniGunner_1Off.1144722,1144722,81930142,,DLS_Volcano_Stumble,0,Debug_Mode=0:int,Code\Scripts\Mission03.cpp:5542,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M03.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Nod_MiniGunner_1Off.1144723,1144723,81930142,,DLS_Volcano_Stumble,0,Debug_Mode=0:int,Code\Scripts\Mission03.cpp:5542,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M03.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Nod_Minigunner_0_Def.1147529,1147529,81930183,,DLS_Volcano_Stumble,0,Debug_Mode=0:int,Code\Scripts\Mission03.cpp:5542,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M03.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Nod_Minigunner_0_Def.1147530,1147530,81930183,,DLS_Volcano_Stumble,0,Debug_Mode=0:int,Code\Scripts\Mission03.cpp:5542,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M03.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Nod_Minigunner_0_Def.1147531,1147531,81930183,,DLS_Volcano_Stumble,0,Debug_Mode=0:int,Code\Scripts\Mission03.cpp:5542,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M03.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Nod_Minigunner_0_Def.1147533,1147533,81930183,,DLS_Volcano_Stumble,0,Debug_Mode=0:int,Code\Scripts\Mission03.cpp:5542,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M03.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Nod_Minigunner_0_Def.1147534,1147534,81930183,,DLS_Volcano_Stumble,0,Debug_Mode=0:int,Code\Scripts\Mission03.cpp:5542,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M03.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Nod_Minigunner_1Off.1146700,1146700,81930142,,DLS_Volcano_Stumble,0,Debug_Mode=0:int,Code\Scripts\Mission03.cpp:5542,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M03.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Nod_Minigunner_1Off.1146701,1146701,81930142,,DLS_Volcano_Stumble,0,Debug_Mode=0:int,Code\Scripts\Mission03.cpp:5542,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M03.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Nod_Minigunner_1Off.2013085,2013085,81930142,,DLS_Volcano_Stumble,0,Debug_Mode=0:int,Code\Scripts\Mission03.cpp:5542,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M03.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Nod_Minigunner_1Off.300009,300009,81930142,,DLS_Volcano_Stumble,0,Debug_Mode=0:int,Code\Scripts\Mission03.cpp:5542,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M03.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Nod_Minigunner_1Off.300010,300010,81930142,,DLS_Volcano_Stumble,0,Debug_Mode=0:int,Code\Scripts\Mission03.cpp:5542,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M03.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Nod_Minigunner_1Off.300028,300028,81930142,,DLS_Volcano_Stumble,0,Debug_Mode=0:int,Code\Scripts\Mission03.cpp:5542,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M03.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Nod_Minigunner_2SF.300052,300052,81930143,,DLS_Volcano_Stumble,0,Debug_Mode=0:int,Code\Scripts\Mission03.cpp:5542,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M03.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Nod_RocketSoldier_0.1141162,1141162,81930144,,DLS_Volcano_Stumble,0,Debug_Mode=0:int,Code\Scripts\Mission03.cpp:5542,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M03.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Nod_Technician_0.300033,300033,81930169,,DLS_Volcano_Stumble,0,Debug_Mode=0:int,Code\Scripts\Mission03.cpp:5542,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M03.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Nod_Technician_0.300034,300034,81930169,,DLS_Volcano_Stumble,0,Debug_Mode=0:int,Code\Scripts\Mission03.cpp:5542,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M03.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Nod_Technician_0.300043,300043,81930169,,DLS_Volcano_Stumble,0,Debug_Mode=0:int,Code\Scripts\Mission03.cpp:5542,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M03.LVL,LevelSource,Single Player Level Source Files,level-node,Spawner Node,M03 Basic Minigunner.2001121,2001121,82050307,,DLS_Volcano_Stumble,0,Debug_Mode=0:int,Code\Scripts\Mission03.cpp:5542,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M03.LVL,LevelSource,Single Player Level Source Files,level-node,Spawner Node,M03 Nod Soldier Spawner.1141156,1141156,82050045,,DLS_Volcano_Stumble,0,Debug_Mode=0:int,Code\Scripts\Mission03.cpp:5542,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M03.LVL,LevelSource,Single Player Level Source Files,level-node,Spawner Node,M03 Nod Soldier Spawner.1141157,1141157,82050045,,DLS_Volcano_Stumble,0,Debug_Mode=0:int,Code\Scripts\Mission03.cpp:5542,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M03.LVL,LevelSource,Single Player Level Source Files,level-node,Spawner Node,M03_Basic_Soldier_Spawner_No_Reinforce.300037,300037,82050183,,DLS_Volcano_Stumble,0,Debug_Mode=0:int,Code\Scripts\Mission03.cpp:5542,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M10.LVL,LevelSource,Single Player Level Source Files,level-node,Zone Node,Script_Zone_Star.1110056,1110056,519,,DME_Cinematic_Zone,0,arg0=0,Code\Scripts\Mission10.cpp:2886,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M04.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Cargo Barrel Rxn Controller.101325,101325,81960001,,M00_5MetalBarrels_ChainRxn_Controller_JDG,"8.77 -49.22 -15.00,4,10.00,7.42 -47.82 -15.00,6,90.00,6.81 -48.94 -15.00,3,0.00,5.64 -47.94 -15.00,5,30.00,4.80 -49.34 -15.00,3,0.00",Barrel01_Location=8.77 -49.22 -15.00:vector3; Barrel01_Type (1-8)=4:int; Barrel01_Facing=10.00:float; Barrel02_Location=7.42 -47.82 -15.00:vector3; Barrel02_Type (1-8)=6:int; Barrel02_Facing=90.00:float; Barrel03_Location=6.81 -48.94 -15.00:vector3; Barrel03_Type (1-8)=3:int; Barrel03_Facing=0.00:float; Barrel04_Location=5.64 -47.94 -15.00:vector3; Barrel04_Type (1-8)=5:int; Barrel04_Facing=30.00:float; Barrel05_Location=4.80 -49.34 -15.00:vector3; Barrel05_Type (1-8)=3:int; Barrel05_Facing=0.00:float,Code\Scripts\Toolkit.cpp:387,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M00.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,SFX.ExploLeft.1700009,1700009,81960202,,M00_BuildingStateSoundSpeaker,"SFX.ExplosionLoopL,,1700006,1,,,0.00,,1,,,-1,,",Sound_Normal=SFX.ExplosionLoopL:string; Sound_Destroyed=:string; BuildingController_ID=1700006:int; Is_3D=1:int; Offset=:vector3; Offset_Randomness=:vector3; Frequency_Min=0.00:float; Frequency_Max=:float; Is_3D_Destroyed=1:int; Offset_Destroyed=:vector3; Offset_Randomness_Destroyed=:vector3; Frequency_Min_Destroyed=-1:float; Frequency_Max_Destroyed=:float; Explosion_Name=:string,Code\Scripts\Toolkit_Sounds.cpp:772,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M00.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,SFX.ExploLeft.1700013,1700013,81960202,,M00_BuildingStateSoundSpeaker,"SFX.ExplosionLoopL,,1700006,1,,,0.00,,1,,,-1,,",Sound_Normal=SFX.ExplosionLoopL:string; Sound_Destroyed=:string; BuildingController_ID=1700006:int; Is_3D=1:int; Offset=:vector3; Offset_Randomness=:vector3; Frequency_Min=0.00:float; Frequency_Max=:float; Is_3D_Destroyed=1:int; Offset_Destroyed=:vector3; Offset_Randomness_Destroyed=:vector3; Frequency_Min_Destroyed=-1:float; Frequency_Max_Destroyed=:float; Explosion_Name=:string,Code\Scripts\Toolkit_Sounds.cpp:772,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M00.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,SFX.ExploRight.1700007,1700007,81960202,,M00_BuildingStateSoundSpeaker,"SFX.ExplosionLoopR,,1700006,1,,,0.00,,1,,,-1,,",Sound_Normal=SFX.ExplosionLoopR:string; Sound_Destroyed=:string; BuildingController_ID=1700006:int; Is_3D=1:int; Offset=:vector3; Offset_Randomness=:vector3; Frequency_Min=0.00:float; Frequency_Max=:float; Is_3D_Destroyed=1:int; Offset_Destroyed=:vector3; Offset_Randomness_Destroyed=:vector3; Frequency_Min_Destroyed=-1:float; Frequency_Max_Destroyed=:float; Explosion_Name=:string,Code\Scripts\Toolkit_Sounds.cpp:772,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M00.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,SFX.ExploRight.1700011,1700011,81960202,,M00_BuildingStateSoundSpeaker,"SFX.ExplosionLoopR,,1700006,1,,,0.00,,1,,,-1,,",Sound_Normal=SFX.ExplosionLoopR:string; Sound_Destroyed=:string; BuildingController_ID=1700006:int; Is_3D=1:int; Offset=:vector3; Offset_Randomness=:vector3; Frequency_Min=0.00:float; Frequency_Max=:float; Is_3D_Destroyed=1:int; Offset_Destroyed=:vector3; Offset_Randomness_Destroyed=:vector3; Frequency_Min_Destroyed=-1:float; Frequency_Max_Destroyed=:float; Explosion_Name=:string,Code\Scripts\Toolkit_Sounds.cpp:772,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M02.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,SFX.Arrows_GDI_PowerPlant.101012,101012,81960240,,M00_BuildingStateSoundSpeaker,"Roomtone_Industrial_11_Loud,,1153846,1,,,0.00,0.00,1,,,-1,,",Sound_Normal=Roomtone_Industrial_11_Loud:string; Sound_Destroyed=:string; BuildingController_ID=1153846:int; Is_3D=1:int; Offset=:vector3; Offset_Randomness=:vector3; Frequency_Min=0.00:float; Frequency_Max=0.00:float; Is_3D_Destroyed=1:int; Offset_Destroyed=:vector3; Offset_Randomness_Destroyed=:vector3; Frequency_Min_Destroyed=-1:float; Frequency_Max_Destroyed=:float; Explosion_Name=:string,Code\Scripts\Toolkit_Sounds.cpp:772,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M02.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,SFX.Arrows_GDI_PowerPlant.101013,101013,81960240,,M00_BuildingStateSoundSpeaker,"Roomtone_Industrial_11_Loud,,1153846,1,,,0.00,0.00,1,,,-1,,",Sound_Normal=Roomtone_Industrial_11_Loud:string; Sound_Destroyed=:string; BuildingController_ID=1153846:int; Is_3D=1:int; Offset=:vector3; Offset_Randomness=:vector3; Frequency_Min=0.00:float; Frequency_Max=0.00:float; Is_3D_Destroyed=1:int; Offset_Destroyed=:vector3; Offset_Randomness_Destroyed=:vector3; Frequency_Min_Destroyed=-1:float; Frequency_Max_Destroyed=:float; Explosion_Name=:string,Code\Scripts\Toolkit_Sounds.cpp:772,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M02.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,SFX.Arrows_GDI_PowerPlant.101016,101016,81960240,,M00_BuildingStateSoundSpeaker,"Roomtone_Industrial_11_Loud_offset1,,1153846,1,,,0.00,0.00,1,,,-1,,",Sound_Normal=Roomtone_Industrial_11_Loud_offset1:string; Sound_Destroyed=:string; BuildingController_ID=1153846:int; Is_3D=1:int; Offset=:vector3; Offset_Randomness=:vector3; Frequency_Min=0.00:float; Frequency_Max=0.00:float; Is_3D_Destroyed=1:int; Offset_Destroyed=:vector3; Offset_Randomness_Destroyed=:vector3; Frequency_Min_Destroyed=-1:float; Frequency_Max_Destroyed=:float; Explosion_Name=:string,Code\Scripts\Toolkit_Sounds.cpp:772,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M02.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,SFX.Arrows_GDI_PowerPlant.101018,101018,81960240,,M00_BuildingStateSoundSpeaker,"Roomtone_Industrial_11_Loud,,1153846,1,,,0.00,0.00,1,,,-1,,",Sound_Normal=Roomtone_Industrial_11_Loud:string; Sound_Destroyed=:string; BuildingController_ID=1153846:int; Is_3D=1:int; Offset=:vector3; Offset_Randomness=:vector3; Frequency_Min=0.00:float; Frequency_Max=0.00:float; Is_3D_Destroyed=1:int; Offset_Destroyed=:vector3; Offset_Randomness_Destroyed=:vector3; Frequency_Min_Destroyed=-1:float; Frequency_Max_Destroyed=:float; Explosion_Name=:string,Code\Scripts\Toolkit_Sounds.cpp:772,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M02.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,SFX.Arrows_GDI_PowerPlant.101020,101020,81960240,,M00_BuildingStateSoundSpeaker,"Roomtone_Industrial_11_Loud_offset1,,1153846,1,,,0.00,0.00,1,,,-1,,",Sound_Normal=Roomtone_Industrial_11_Loud_offset1:string; Sound_Destroyed=:string; BuildingController_ID=1153846:int; Is_3D=1:int; Offset=:vector3; Offset_Randomness=:vector3; Frequency_Min=0.00:float; Frequency_Max=0.00:float; Is_3D_Destroyed=1:int; Offset_Destroyed=:vector3; Offset_Randomness_Destroyed=:vector3; Frequency_Min_Destroyed=-1:float; Frequency_Max_Destroyed=:float; Explosion_Name=:string,Code\Scripts\Toolkit_Sounds.cpp:772,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M02.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,SFX.Arrows_GDI_PowerPlant.101022,101022,81960240,,M00_BuildingStateSoundSpeaker,"Roomtone_Industrial_11_Loud,,1153846,1,,,0.00,0.00,1,,,-1,,",Sound_Normal=Roomtone_Industrial_11_Loud:string; Sound_Destroyed=:string; BuildingController_ID=1153846:int; Is_3D=1:int; Offset=:vector3; Offset_Randomness=:vector3; Frequency_Min=0.00:float; Frequency_Max=0.00:float; Is_3D_Destroyed=1:int; Offset_Destroyed=:vector3; Offset_Randomness_Destroyed=:vector3; Frequency_Min_Destroyed=-1:float; Frequency_Max_Destroyed=:float; Explosion_Name=:string,Code\Scripts\Toolkit_Sounds.cpp:772,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M02.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,SFX.Arrows_GDI_PowerPlant.101024,101024,81960240,,M00_BuildingStateSoundSpeaker,"Roomtone_Pipe_1_Loud,SFX.Klaxon_Alert_04,1153846,1,,,0.00,0.00,1,,,0.00,0.00,",Sound_Normal=Roomtone_Pipe_1_Loud:string; Sound_Destroyed=SFX.Klaxon_Alert_04:string; BuildingController_ID=1153846:int; Is_3D=1:int; Offset=:vector3; Offset_Randomness=:vector3; Frequency_Min=0.00:float; Frequency_Max=0.00:float; Is_3D_Destroyed=1:int; Offset_Destroyed=:vector3; Offset_Randomness_Destroyed=:vector3; Frequency_Min_Destroyed=0.00:float; Frequency_Max_Destroyed=0.00:float; Explosion_Name=:string,Code\Scripts\Toolkit_Sounds.cpp:772,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M02.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,SFX.Arrows_GDI_PowerPlant.101026,101026,81960240,,M00_BuildingStateSoundSpeaker,"Roomtone_Pipe_1_Loud_offset1,,1153846,1,,,0.00,0.00,1,,,-1,,",Sound_Normal=Roomtone_Pipe_1_Loud_offset1:string; Sound_Destroyed=:string; BuildingController_ID=1153846:int; Is_3D=1:int; Offset=:vector3; Offset_Randomness=:vector3; Frequency_Min=0.00:float; Frequency_Max=0.00:float; Is_3D_Destroyed=1:int; Offset_Destroyed=:vector3; Offset_Randomness_Destroyed=:vector3; Frequency_Min_Destroyed=-1:float; Frequency_Max_Destroyed=:float; Explosion_Name=:string,Code\Scripts\Toolkit_Sounds.cpp:772,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M02.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,SFX.Arrows_GDI_PowerPlant.101027,101027,81960240,,M00_BuildingStateSoundSpeaker,"Roomtone_Pipe_1_Loud,,1153846,1,,,0.00,0.00,1,,,-1,,",Sound_Normal=Roomtone_Pipe_1_Loud:string; Sound_Destroyed=:string; BuildingController_ID=1153846:int; Is_3D=1:int; Offset=:vector3; Offset_Randomness=:vector3; Frequency_Min=0.00:float; Frequency_Max=0.00:float; Is_3D_Destroyed=1:int; Offset_Destroyed=:vector3; Offset_Randomness_Destroyed=:vector3; Frequency_Min_Destroyed=-1:float; Frequency_Max_Destroyed=:float; Explosion_Name=:string,Code\Scripts\Toolkit_Sounds.cpp:772,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M02.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,SFX.Arrows_GDI_PowerPlant.101029,101029,81960240,,M00_BuildingStateSoundSpeaker,"Roomtone_Pipe_1_Loud_offset1,,1153846,1,,,0.00,0.00,1,,,-1,,",Sound_Normal=Roomtone_Pipe_1_Loud_offset1:string; Sound_Destroyed=:string; BuildingController_ID=1153846:int; Is_3D=1:int; Offset=:vector3; Offset_Randomness=:vector3; Frequency_Min=0.00:float; Frequency_Max=0.00:float; Is_3D_Destroyed=1:int; Offset_Destroyed=:vector3; Offset_Randomness_Destroyed=:vector3; Frequency_Min_Destroyed=-1:float; Frequency_Max_Destroyed=:float; Explosion_Name=:string,Code\Scripts\Toolkit_Sounds.cpp:772,
